1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
"2020","92054HNSNG15AIR","110025332343","HANSON AGGREGATES PACIFIC SOUTHWEST INC.","1050 AIRPORT RD","OCEANSIDE","SAN DIEGO","CA","92054","","","33.216558","-117.352759","NAD83","MARTIN MARIETTA MATERIALS INC","809750912","","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218866907","Mercury  And Mercury Compounds","YES","N458","N458","650028","YES","PBT","YES","1","NO","NO","R","Pounds","0",".006","0","0","0","0","0","0","0","0","0","0","0","0",".006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".006","0","0",".006","0","0","0","0","0","0","0","0",".006","","PRODUCTION","1.23"
"2020","92054HNSNG15AIR","110025332343","HANSON AGGREGATES PACIFIC SOUTHWEST INC.","1050 AIRPORT RD","OCEANSIDE","SAN DIEGO","CA","92054","","","33.216558","-117.352759","NAD83","MARTIN MARIETTA MATERIALS INC","809750912","","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218866895","Lead  And Lead Compounds","YES","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0",".034","0","0","0","0","0","0","0","0","0","0","0","0",".034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".034","0","0",".034","0","0","0","0","0","0","0","0",".034","","PRODUCTION","1.23"
"2020","90723WBRMT16706","110000475995","WEBER METALS INC.","16706 GARFIELD AVE","PARAMOUNT","LOS ANGELES","CA","90723","","","33.88283","-118.16874","NAD83","NA","","NA","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219346160","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","NO","N511","N511","649616","NO","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185518","185518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185518","0","185518","0","0","0","0","0","0","0","0","0","0","0","185518","185518","","ACTIVITY",".8"
"2020","95035LNRTC275SH","110002700113","ANALOG DEVICES INC","275 S HILLVIEW DR","MILPITAS","SANTA CLARA","CA","95035","","","37.42778","-121.89263","NAD83","ANALOG DEVICES INC","001418417","ANALOG DEVICES INC","NO","334","Computers and Electronic Products","","","","","","","","","","","","","1320219345170","Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","NO","0007664939","7664-93-9","152405","NO","TRI","NO","0","NO","NO","R","Pounds","5","250","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","64","0","0","0","0","0","0","3411","0","3475","","PRODUCTION",".83"
"2020","95035LNRTC275SH","110002700113","ANALOG DEVICES INC","275 S HILLVIEW DR","MILPITAS","SANTA CLARA","CA","95035","","","37.42778","-121.89263","NAD83","ANALOG DEVICES INC","001418417","ANALOG DEVICES INC","NO","334","Computers and Electronic Products","","","","","","","","","","","","","1320219355385","Hydrogen fluoride","NO","0007664393","7664-39-3","152371","YES","TRI","NO","0","NO","NO","R","Pounds","5","250","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","505","0","0","0","0","505","0","505","255","0","0","53","0","0","0","0","0","0","15949","465","16467","","PRODUCTION",".83"
"2020","9453WJBLNC45TEC","110071080544","JABIL INC","4050 TECHNOLOGY PL","FREMONT","ALAMEDA","CA","94538","","","37.51017","-121.9531","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439801","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","94550SDSND7011E","110000621471","US DOE SANDIA NATIONAL LABS/CALIFORNIA","7011 EAST AVE","LIVERMORE","ALAMEDA","CA","94550","","","37.67978","-121.71074","NAD83","US DEPARTMENT OF ENERGY","NA","US DEPARTMENT OF ENERGY","YES","999","Other","","","","","","","","","","","","","1320218704942","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds",".053","0",".8","0","0","0","0","0","0","0","0","0","0","60.9","61.753",".2677","0",".2677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".2677","0","120","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","120.2677","62.0207","0","0","61.753","0",".2677","0","0","0","120","0","0","182.0207","","ACTIVITY",".59"
"2020","9453WJBLNC45TEC","110071080544","JABIL INC","4050 TECHNOLOGY PL","FREMONT","ALAMEDA","CA","94538","","","37.51017","-121.9531","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439799","Manganese","NO","0007439965","7439-96-5","149625","YES","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9453WJBLNC45TEC","110071080544","JABIL INC","4050 TECHNOLOGY PL","FREMONT","ALAMEDA","CA","94538","","","37.51017","-121.9531","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439813","Silver","NO","0007440224","7440-22-4","149849","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9453WJBLNC45TEC","110071080544","JABIL INC","4050 TECHNOLOGY PL","FREMONT","ALAMEDA","CA","94538","","","37.51017","-121.9531","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439787","Copper","NO","0007440508","7440-50-8","150086","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90670LLPRC11600","110000601135","PIONEER AMERICAS LLC(DBA OLIN CHLOR ALKALI PRODUCTS SFS)","11600 PIKE ST","SANTA FE SPRINGS","LOS ANGELES","CA","90670","","","33.957996","-118.075275","NAD83","OLIN CORP","033419032","OLIN CORP","NO","325","Chemicals","","","","","","","","","","","","","1320218768745","Chlorine","NO","0007782505","7782-50-5","154328","YES","TRI","NO","0","NO","NO","R","Pounds","1.73","0","0","0","0","0","0","0","0","0","0","0","0","0","1.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.73","0","0","1.73","0","0","0","0","0","0","0","0","1.73","","PRODUCTION","1.04"
"2020","9577WMSFRW1485T","110002854313","WATTS REGULATOR CO.","1485 TANFORAN AVE","WOODLAND","YOLO","CA","95776","","","38.69531","-121.75145","NAD83","WATTS REGULATOR CO","152163093","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219186006","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","R","Pounds","21","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56825","0","0","0","56825","0","0","0","0","0","0","0","0","0","0","0","56825","21","0","0","21","0","0","0","0","0","56825","0","0","56846","","PRODUCTION",".92"
"2020","9577WMSFRW1485T","110002854313","WATTS REGULATOR CO.","1485 TANFORAN AVE","WOODLAND","YOLO","CA","95776","","","38.69531","-121.75145","NAD83","WATTS REGULATOR CO","152163093","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219185980","Chromium","NO","0007440473","7440-47-3","150060","YES","TRI","YES","1","NO","NO","R","Pounds","42","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81179","0","0","0","81179","0","0","0","0","0","0","0","0","0","0","0","81179","42","0","0","42","0","0","0","0","0","81179","0","0","81221","","PRODUCTION",".92"
"2020","9577WMSFRW1485T","110002854313","WATTS REGULATOR CO.","1485 TANFORAN AVE","WOODLAND","YOLO","CA","95776","","","38.69531","-121.75145","NAD83","WATTS REGULATOR CO","152163093","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219185992","Manganese","NO","0007439965","7439-96-5","149625","YES","TRI","YES","1","NO","NO","R","Pounds","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9896","0","0","0","9896","0","0","0","0","0","0","0","0","0","0","0","9896","5","0","0","5","0","0","0","0","0","9896","0","0","9901","","PRODUCTION",".92"
"2020","9287WVFSTN32REE","110055884137","3V FASTNERS CO INC","320 REED CIR","CORONA","RIVERSIDE","CA","92879","","","33.88191","-117.55413","NAD83","STANLEY BLACK & DECKER","001152461","STANLEY BLACK & DECKER","NO","332","Fabricated Metals","","","","","","","","","","","","","1320218749618","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.08","0","0","0","0","0","0","4.08","0","0","0","0","14128","14128","0","0","0","0","0","0","0","0","0","0","0","14132.08","4.08","0","0","0","4.08","0","0","0","0","14128","0","0","14132.08","","PRODUCTION",".7"
"2020","90813RCPRD1400P","110000747363","TESORO MARINE TERMINAL 3","1400 PIER C STREET","LONG BEACH","LOS ANGELES","CA","90813","","","33.773273","-118.212077","NAD83","MARATHON PETROLEUM CORP","968393996","MARATHON PETROLEUM CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320219076027","Benzo[g,h,i]perylene","NO","0000191242","191-24-2","40576","YES","PBT","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION","1.1"
"2020","9287WVFSTN32REE","110055884137","3V FASTNERS CO INC","320 REED CIR","CORONA","RIVERSIDE","CA","92879","","","33.88191","-117.55413","NAD83","STANLEY BLACK & DECKER","001152461","STANLEY BLACK & DECKER","NO","332","Fabricated Metals","","","","","","","","","","","","","1320218749620","Chromium","NO","0007440473","7440-47-3","150060","YES","TRI","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.98","0","0","0","0","0","0","1.98","0","0","0","0","8334","8334","0","0","0","0","0","0","0","0","0","0","0","8335.98","1.98","0","0","0","1.98","0","0","0","0","8334","0","0","8335.98","","PRODUCTION",".7"
"2020","90813RCPRD1400P","110000747363","TESORO MARINE TERMINAL 3","1400 PIER C STREET","LONG BEACH","LOS ANGELES","CA","90813","","","33.773273","-118.212077","NAD83","MARATHON PETROLEUM CORP","968393996","MARATHON PETROLEUM CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320219076054","Polycyclic aromatic compounds","NO","N590","N590","649749","YES","PBT","NO","0","YES","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION","1.1"
"2020","90813RCPRD1400P","110000747363","TESORO MARINE TERMINAL 3","1400 PIER C STREET","LONG BEACH","LOS ANGELES","CA","90813","","","33.773273","-118.212077","NAD83","MARATHON PETROLEUM CORP","968393996","MARATHON PETROLEUM CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320219076041","Mercury compounds","NO","N458","N458","650028","YES","PBT","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION","1.1"
"2020","90813RCPRD1400P","110000747363","TESORO MARINE TERMINAL 3","1400 PIER C STREET","LONG BEACH","LOS ANGELES","CA","90813","","","33.773273","-118.212077","NAD83","MARATHON PETROLEUM CORP","968393996","MARATHON PETROLEUM CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320219076039","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION","1.1"
"2020","95203CNCRT4SLIN","110031019797","CONCRETE INC","400 S LINCOLN ST","STOCKTON","SAN JOAQUIN","CA","95203","","","37.94653","-121.29628","NAD83","KNIFE RIVER CORP","126652239","","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218936019","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","NO","N511","N511","649616","NO","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","113.25","113.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113.25","0","0","113.25","0","0","0","0","0","0","0","0","113.25","","PRODUCTION","1.37"
"2020","93446HNSNG2484R","110025333565","HANSON AGGREGATES MID-PACIFIC INC","2484 RAMADA DR","PASO ROBLES","SAN LUIS OBISPO","CA","93446","","","35.58376","-120.69601","NAD83","LEHIGH HANSON","080594553","LEHIGH HANSON","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320219392988","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds",".0415",".007","0","0","0","0","0","0","0","0","0","0","0","0",".0485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".0485","0","0",".0485","0","0","0","0","0","0","0","0",".0485","","",""
"2020","93446HNSNG2484R","110025333565","HANSON AGGREGATES MID-PACIFIC INC","2484 RAMADA DR","PASO ROBLES","SAN LUIS OBISPO","CA","93446","","","35.58376","-120.69601","NAD83","LEHIGH HANSON","080594553","LEHIGH HANSON","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320219392990","Mercury compounds","NO","N458","N458","650028","YES","PBT","YES","1","NO","NO","R","Pounds",".01",".002","0","0","0","0","0","0","0","0","0","0","0","0",".012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".012","0","0",".012","0","0","0","0","0","0","0","0",".012","","",""
"2020","92135SNVYNSTAFF","110025232905","U.S. NAVAL AIR STATION NORTH ISLAND","MC CAIN BLVD","SAN DIEGO","SAN DIEGO","CA","92135","","","32.692783","-117.205267","NAD83","US DEPARTMENT OF DEFENSE","NA","US DEPARTMENT OF DEFENSE","YES","999","Other","","","","","","","","","","","","","1320219085798","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","6927.5","6927.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6927.5","0","0","6927.5","0","0","0","0","0","0","0","0","6927.5","","ACTIVITY",".84"
"2020","92135SNVYNSTAFF","110025232905","U.S. NAVAL AIR STATION NORTH ISLAND","MC CAIN BLVD","SAN DIEGO","SAN DIEGO","CA","92135","","","32.692783","-117.205267","NAD83","US DEPARTMENT OF DEFENSE","NA","US DEPARTMENT OF DEFENSE","YES","999","Other","","","","","","","","","","","","","1320219085610","Naphthalene","NO","0000091203","91-20-3","13326","YES","TRI","NO","0","YES","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","35","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","14","0","14","0","0","0","0","0","0","35","0","52","13","0","0","10","0","3","0","14","0","0","0","35","62","","PRODUCTION",".95"
"2020","92135SNVYNSTAFF","110025232905","U.S. NAVAL AIR STATION NORTH ISLAND","MC CAIN BLVD","SAN DIEGO","SAN DIEGO","CA","92135","","","32.692783","-117.205267","NAD83","US DEPARTMENT OF DEFENSE","NA","US DEPARTMENT OF DEFENSE","YES","999","Other","","","","","","","","","","","","","1320219085608","Methyl isobutyl ketone","NO","0000108101","108-10-1","24851","YES","TRI","NO","0","YES","NO","R","Pounds","4300","17000","0","0","0","0","0","0","0","0","0","0","0","0","21300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4100","0","4100","0","0","0","0","0","0","0","0","4100","21300","0","0","21000","0","0","0","4100","0","0","0","0","25100","","ACTIVITY","1.1"
"2020","92135SNVYNSTAFF","110025232905","U.S. NAVAL AIR STATION NORTH ISLAND","MC CAIN BLVD","SAN DIEGO","SAN DIEGO","CA","92135","","","32.692783","-117.205267","NAD83","US DEPARTMENT OF DEFENSE","NA","US DEPARTMENT OF DEFENSE","YES","999","Other","","","","","","","","","","","","","1320219085584","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds",".2","1.2","0","0","0","0","0","0","0","0","0","0","0","0","1.4","1.9","0","1.9","0","0","0","0","0","0","0","0","0","0","0","0","0","523.8","0","0","0","0","0","525.7","0","0","771","0","6.9","777.9","0","0","0","0","0","0","0","0","0","0","0","1303.6","527.1","0","0","1.4","523.8","1.9","0","0","637","777.9","0","0","1942","","ACTIVITY","1.1"
"2020","92135SNVYNSTAFF","110025232905","U.S. NAVAL AIR STATION NORTH ISLAND","MC CAIN BLVD","SAN DIEGO","SAN DIEGO","CA","92135","","","32.692783","-117.205267","NAD83","US DEPARTMENT OF DEFENSE","NA","US DEPARTMENT OF DEFENSE","YES","999","Other","","","","","","","","","","","","","1320219085634","Certain glycol ethers","NO","N230","N230","649541","YES","TRI","NO","0","NO","NO","R","Pounds","370","1500","0","0","0","0","0","0","0","0","0","0","0","0","1870","18","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","15000","0","0","0","0","0","15018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16000","16000","0","31018","16888","0","0","1870","15000","18","0","0","0","0","0","16000","32888","","",""
"2020","95206CRGLL4344S","110000498079","CARGILL FEED & NUTRITION STOCKTON","4344 S EL DORADO ST","STOCKTON","SAN JOAQUIN","CA","95206","","","37.90076","-121.27577","NAD83","CARGILL INC","006249189","CARGILL INC","NO","311","Food","","","","","","","","","","","","","1320218980148","Manganese compounds","NO","N450","N450","650010","YES","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","95206CRGLL4344S","110000498079","CARGILL FEED & NUTRITION STOCKTON","4344 S EL DORADO ST","STOCKTON","SAN JOAQUIN","CA","95206","","","37.90076","-121.27577","NAD83","CARGILL INC","006249189","CARGILL INC","NO","311","Food","","","","","","","","","","","","","1320218980175","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9250WLDRDN967GA","110037981477","ELDORADO NATIONAL","9670 GALENA ST","RIVERSIDE","RIVERSIDE","CA","92509","","","34.00452","-117.4917","NAD83","REV GROUP INC","NA","REV GROUP INC","NO","336","Transportation Equipment","","","","","","","","","","","","","1320218777163","Copper","NO","0007440508","7440-50-8","150086","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","93550NRTHR352EA","110000781459","USAF PLANT 42 SITE 4 NORTHROP GRUMMAN SYSTEMS CORP","3520 E AVE M","PALMDALE","LOS ANGELES","CA","93550","","","34.645894","-118.068556","NAD83","NORTHROP GRUMMAN CORP","016435559","NORTHROP GRUMMAN CORP","YES","336","Transportation Equipment","","","","","","","","","","","","","1320218703484","Methyl isobutyl ketone","NO","0000108101","108-10-1","24851","YES","TRI","NO","0","YES","NO","R","Pounds","1821","8649","0","0","0","0","0","0","0","0","0","0","0","0","10470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15807","0","0","0","15807","0","15807","10470","0","0","10470","0","0","0","0","0","0","0","15807","26277","","PRODUCTION","1.2"
"2020","9250WLDRDN967GA","110037981477","ELDORADO NATIONAL","9670 GALENA ST","RIVERSIDE","RIVERSIDE","CA","92509","","","34.00452","-117.4917","NAD83","REV GROUP INC","NA","REV GROUP INC","NO","336","Transportation Equipment","","","","","","","","","","","","","1320218777175","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90670STHRN8851D","110000475780","PHIBRO-TECH INC.","8851 DICE ROAD","SANTA FE SPRINGS","LOS ANGELES","CA","90670","","","33.95914","-118.06586","NAD83","PHIBRO ANIMAL HEALTH CORP","006989008","PHIBRO ANIMAL HEALTH CORP","NO","325","Chemicals","","","","","","","","","","","","","1320219090608","Lead  And Lead Compounds","YES","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","989","0","0","0","0","0","990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","990","990","0","0","0","977","1","0","0","0","0","0","0","978","12","PRODUCTION","1"
